image_name,classid,Nose_x,Nose_y,Eye_x,Eye_y,Ear_x,Ear_y,Shoulder_x,Shoulder_y,Elbow_x,Elbow_y,Wrist_x,Wrist_y,Hip_x,Hip_y,Knee_x,Knee_y,Ankle_x,Ankle_y
192-168-0-111_01_20220721191519495_jpg.rf.0f621a7e6a0048aed8eff1bb901926d0.jpg,1.0,69.05838775634766,36.43184280395508,0.0,0.0,82.21977233886719,33.725067138671875,102.39874267578124,83.07063293457031,0.0,0.0,74.60894775390625,99.03250122070312,0.0,0.0,0.0,0.0,0.0,0.0
office104_JPG_jpg.rf.8c8b49114643cfecfb68750cd98b34c9.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.356823921203613,47.94954299926758,8.928439140319824,98.67342376708984,22.543155670166016,101.8072280883789,0.0,0.0,0.0,0.0,0.0,0.0
office104_JPG_jpg.rf.8c8b49114643cfecfb68750cd98b34c9.jpg,1.0,0.0,0.0,0.0,0.0,43.33100509643555,50.78038024902344,40.451473236083984,83.05258178710938,21.31015968322754,122.03460693359376,19.746313095092773,89.17160034179688,52.116844177246094,162.51605224609375,54.29319763183594,223.91705322265625,0.0,0.0
office104_JPG_jpg.rf.8c8b49114643cfecfb68750cd98b34c9.jpg,1.0,29.009063720703125,29.55657768249512,31.59659194946289,27.293428421020508,35.40337371826172,27.941984176635746,39.48423767089844,32.89824676513672,44.18313217163086,36.87014389038086,43.07633590698242,38.15613555908203,37.539249420166016,46.22909164428711,40.28108596801758,56.5887565612793,40.76613235473633,75.81788635253906
192-168-0-111_01_2022072119215727_jpg.rf.434d7d533ae048c5a4d0f615c6d2e04b.jpg,1.0,105.6475830078125,10.525344848632812,109.94164276123048,6.873626232147217,118.31819152832033,8.834878921508789,123.49375915527344,28.673873901367188,0.0,0.0,0.0,0.0,115.2479248046875,75.60417938232422,0.0,0.0,0.0,0.0
192-168-0-111_01_2022071618591393_jpg.rf.741680d0d35defc6efd5eb77f186d499.jpg,1.0,66.66940307617188,4.6039719581604,0.0,0.0,0.0,0.0,69.7452163696289,7.729032516479492,71.96397399902344,13.637649536132812,72.47262573242188,15.636740684509276,67.41447448730469,17.40324592590332,67.63512420654297,25.829805374145508,68.0372314453125,35.12038803100586
office233_JPG_jpg.rf.97a024813e971efbff0b1e04d664f3e5.jpg,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.10810852050781,93.38533782958984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
office233_JPG_jpg.rf.97a024813e971efbff0b1e04d664f3e5.jpg,0.0,34.5523796081543,52.66371536254883,0.0,0.0,0.0,0.0,20.69688415527344,81.25304412841797,0.0,0.0,0.0,0.0,34.08220291137695,173.22274780273438,0.0,0.0,0.0,0.0
office233_JPG_jpg.rf.97a024813e971efbff0b1e04d664f3e5.jpg,1.0,49.882694244384766,58.55173110961914,0.0,0.0,0.0,0.0,48.59976959228516,73.36856842041016,0.0,0.0,0.0,0.0,44.63116455078125,132.49887084960938,0.0,0.0,0.0,0.0
192-168-0-111_01_20220720134203887_jpg.rf.01a5e65afcc702fd891b5b214b8aa975.jpg,1.0,132.0522918701172,45.692630767822266,135.1529083251953,43.93920516967773,0.0,0.0,122.9889144897461,59.0760383605957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192-168-0-111_01_20220716190754441_jpg.rf.791759c932c0d20060c7795c34dae7bc.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
office43_JPG_jpg.rf.e9bfa677372c0cf3916ab6c36f83ba50.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
office214_JPG_jpg.rf.b430bbf3e678703c9d9e9807242f6e5d.jpg,4.0,16.9775390625,31.71500396728516,20.008474349975582,27.83686065673828,29.509063720703125,30.526695251464844,45.31480026245117,58.98310089111328,57.56253433227539,95.01404571533205,44.57383728027344,123.7466278076172,43.20840072631836,139.15768432617188,51.90217208862305,199.75259399414065,55.90155792236328,263.7421569824219
office214_JPG_jpg.rf.b430bbf3e678703c9d9e9807242f6e5d.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
office214_JPG_jpg.rf.b430bbf3e678703c9d9e9807242f6e5d.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.35377883911133,48.57663345336914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-2-_JPG_jpg.rf.c334f0c267559adc9c2b1ca9b46e1dd9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.536457061767575,45.15273284912109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-2-_JPG_jpg.rf.c334f0c267559adc9c2b1ca9b46e1dd9.jpg,1.0,58.712501525878906,80.50594329833984,67.35620880126953,65.5566177368164,0.0,0.0,82.13997650146484,93.85432434082033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-2-_JPG_jpg.rf.c334f0c267559adc9c2b1ca9b46e1dd9.jpg,1.0,42.90361404418945,33.70844650268555,0.0,0.0,0.0,0.0,35.813663482666016,45.828033447265625,0.0,0.0,0.0,0.0,35.78617477416992,111.45809936523438,0.0,0.0,0.0,0.0
3-2-_JPG_jpg.rf.c334f0c267559adc9c2b1ca9b46e1dd9.jpg,1.0,0.0,0.0,0.0,0.0,19.62131690979004,20.22218132019043,13.010418891906738,44.92490005493164,7.514093399047852,67.97762298583984,0.0,0.0,14.34414291381836,84.40036010742188,0.0,0.0,0.0,0.0
23091900130_jpg.rf.f43c4ce8559f7b8d6d56f41a93353adf.jpg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,103.02239990234376,23.75650978088379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23091900019_jpg.rf.44347912de38e7a5ca3a52212b7706a7.jpg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5566864013672,20.15875625610352,0.0,0.0,0.0,0.0,0.0,0.0
23091900240_jpg.rf.5324e637b7ee99e57b2a34aa3ff352a7.jpg,2.0,0.0,0.0,65.84252166748047,9.904955863952637,76.252685546875,5.880311012268066,97.59200286865234,14.842005729675291,79.21036529541016,33.89750671386719,51.25527572631836,32.368316650390625,151.09567260742188,52.53664016723633,0.0,0.0,0.0,0.0
1675934892769_png_jpg.rf.4b2651cd133b914e225ddd3a0a1d5a69.jpg,2.0,0.0,0.0,0.0,0.0,79.18790435791016,47.95133590698242,95.82988739013672,76.30227661132812,42.20659255981445,136.0697784423828,33.611358642578125,85.72685241699219,110.282470703125,180.4805450439453,0.0,0.0,0.0,0.0
23091900234_jpg.rf.afedec5a839893aafbacd12b19241a29.jpg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,79.44171142578125,15.3856201171875,50.02112579345703,23.741703033447266,0.0,0.0,93.73715209960938,54.23138427734375,0.0,0.0,0.0,0.0
23091900281_jpg.rf.dbb13fdb42541831fc6f88576cba43c5.jpg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,73.44478607177734,11.189927101135254,41.39622497558594,23.110414505004883,21.25298118591309,23.81317710876465,85.33161926269531,59.05436706542969,0.0,0.0,0.0,0.0
walking9_JPG_jpg.rf.3c168b996571d3a5c83ac2a959ac1af4.jpg,5.0,27.199113845825195,25.48617172241211,31.65673065185547,21.08479118347168,0.0,0.0,39.867794036865234,65.5461196899414,40.47791290283203,111.6280517578125,40.70083618164063,153.06072998046875,30.691234588623047,148.22508239746094,26.774232864379883,208.70481872558597,0.0,0.0
192-168-0-111_01_20220711174119962_jpg.rf.a73d8f4f019254e9b44066fd3c34ba89.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.92755508422852,48.49528884887695,0.0,0.0,0.0,0.0,0.0,0.0
192-168-0-111_01_20220711174119962_jpg.rf.a73d8f4f019254e9b44066fd3c34ba89.jpg,1.0,35.324886322021484,31.7152156829834,37.314151763916016,26.959884643554688,46.75152969360352,29.38175392150879,50.75398635864258,65.25357055664062,40.88946533203125,130.07693481445312,17.47625732421875,118.85114288330078,0.0,0.0,0.0,0.0,0.0,0.0
192-168-0-111_01_20220711174119962_jpg.rf.a73d8f4f019254e9b44066fd3c34ba89.jpg,1.0,28.39806365966797,56.36775588989258,30.818214416503903,49.21734237670898,0.0,0.0,64.51289367675781,61.15859603881836,47.582176208496094,107.6217269897461,35.1158561706543,67.91789245605469,0.0,0.0,0.0,0.0,0.0,0.0
192-168-0-111_01_20220711174119962_jpg.rf.a73d8f4f019254e9b44066fd3c34ba89.jpg,1.0,39.97469711303711,15.731792449951172,44.31967926025391,13.443984031677246,0.0,0.0,41.10580825805664,40.12496948242188,0.0,0.0,0.0,0.0,40.8856086730957,94.2838897705078,0.0,0.0,0.0,0.0
office193_JPG_jpg.rf.59d4e119de369070eb74239b94f3e1c6.jpg,1.0,24.43243789672852,29.637678146362305,26.100690841674805,27.34711265563965,0.0,0.0,27.51540184020996,42.90739059448242,31.81162452697754,57.093788146972656,0.0,0.0,25.70321083068848,80.96819305419922,0.0,0.0,0.0,0.0
192-168-0-111_01_202207201340077_jpg.rf.59ed98c8cfcbcc9b1583604dc3635b6f.jpg,1.0,46.98760986328125,44.29267883300781,0.0,0.0,0.0,0.0,24.30585289001465,69.16146087646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192-168-0-111_01_202207201340077_jpg.rf.59ed98c8cfcbcc9b1583604dc3635b6f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.854360580444336,158.99676513671875,0.0,0.0,0.0,0.0
office143_JPG_jpg.rf.460a6b570b5f8805b5004f1d899ede9c.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.589366912841797,21.01473999023437,8.466239929199219,23.269317626953125,8.182756423950195,23.52938842773437,11.354268074035645,26.367446899414062,11.828802108764648,31.142105102539062,12.448213577270508,35.92304992675781
23091900038_jpg.rf.0fd68d3ab0591634340e0e7e08a066e3.jpg,2.0,63.72754287719727,19.89191627502441,62.963600158691406,15.690629005432127,73.92755889892578,9.24055290222168,99.4002914428711,17.370235443115234,81.07335662841797,39.32129669189453,49.198543548583984,35.24899673461914,154.3850860595703,56.67937850952149,0.0,0.0,0.0,0.0
